ZaporednaStevilkaOsebeVPN,VremenskeOkoliscine,StanjePrometa,StanjeVozisca,VrstaVozisca
260001,MEGLA,REDEK,MOKRO,ASFALT
260002,MEGLA,REDEK,MOKRO,ASFALT
261001,JASNO,REDEK,SUHO,ASFALT
261002,JASNO,REDEK,SUHO,ASFALT
262001,NEZNANO,NEZNANO,SUHO,ASFALT
263001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
263002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
264001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
264002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
265001,JASNO,REDEK,SUHO,ASFALT
265002,JASNO,REDEK,SUHO,ASFALT
266001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
266002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
267001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
267002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
268001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
268002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
269001,JASNO,GOST,SUHO,ASFALT
269002,JASNO,GOST,SUHO,ASFALT
270001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
271001,JASNO,REDEK,MOKRO,ASFALT
272001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
272002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
273001,OBLAČNO,NEZNANO,MOKRO,ASFALT
274001,DEŽEVNO,REDEK,MOKRO,ASFALT
275001,JASNO,REDEK,MOKRO,ASFALT
276001,JASNO,REDEK,SUHO,ASFALT
277001,OBLAČNO,REDEK,MOKRO,ASFALT
278001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
279001,JASNO,REDEK,SUHO,ASFALT
279002,JASNO,REDEK,SUHO,ASFALT
279003,JASNO,REDEK,SUHO,ASFALT
280001,JASNO,REDEK,SUHO,ASFALT
280002,JASNO,REDEK,SUHO,ASFALT
281001,JASNO,REDEK,MOKRO,BETON
282001,JASNO,REDEK,MOKRO,ASFALT
283001,OBLAČNO,NEZNANO,MOKRO,ASFALT
283002,OBLAČNO,NEZNANO,MOKRO,ASFALT
284001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
284002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
285001,JASNO,REDEK,SUHO,ASFALT
285002,JASNO,REDEK,SUHO,ASFALT
286001,MEGLA,TEKOČ (NORMALEN),OSTALO,ASFALT
286002,MEGLA,TEKOČ (NORMALEN),OSTALO,ASFALT
287001,JASNO,NEZNANO,SUHO,ASFALT
287002,JASNO,NEZNANO,SUHO,ASFALT
288001,JASNO,GOST,SUHO,ASFALT
288002,JASNO,GOST,SUHO,ASFALT
289001,OBLAČNO,REDEK,SUHO,ASFALT
290001,JASNO,TEKOČ (NORMALEN),SUHO,TLAKOVANO VOZIŠČE
291001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
291002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
292001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
292002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
293001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
294001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
295001,JASNO,REDEK,SUHO,ASFALT
295002,JASNO,REDEK,SUHO,ASFALT
296001,JASNO,GOST,SUHO,ASFALT
296002,JASNO,GOST,SUHO,ASFALT
297001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
297002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
298001,JASNO,REDEK,OSTALO,ASFALT
298002,JASNO,REDEK,OSTALO,ASFALT
299001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
299002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
300001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
300002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
301001,JASNO,REDEK,BLATNO,MAKADAM
302001,NEZNANO,REDEK,SUHO,ASFALT
303001,OBLAČNO,REDEK,MOKRO,ASFALT
303002,OBLAČNO,REDEK,MOKRO,ASFALT
304001,JASNO,REDEK,SUHO,ASFALT
304002,JASNO,REDEK,SUHO,ASFALT
305001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
305002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
306001,JASNO,GOST,SUHO,ASFALT
306002,JASNO,GOST,SUHO,ASFALT
307001,JASNO,REDEK,SUHO,ASFALT
308001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
308002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
309001,JASNO,NEZNANO,SUHO,ASFALT
310001,OBLAČNO,GOST,SUHO,ASFALT
310002,OBLAČNO,GOST,SUHO,ASFALT
310003,OBLAČNO,GOST,SUHO,ASFALT
311001,JASNO,REDEK,SUHO,ASFALT
312001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
312002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
313001,JASNO,REDEK,MOKRO,ASFALT
314001,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
314002,DEŽEVNO,TEKOČ (NORMALEN),MOKRO,ASFALT
315001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
315002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
316001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
316002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
317001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
317002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
317003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
317004,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
317005,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
317006,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
317007,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
318001,JASNO,TEKOČ (NORMALEN),POLEDENELO - POSIPANO,ASFALT
318002,JASNO,TEKOČ (NORMALEN),POLEDENELO - POSIPANO,ASFALT
319001,JASNO,REDEK,SUHO,ASFALT
319002,JASNO,REDEK,SUHO,ASFALT
320001,OBLAČNO,GOST,SUHO,ASFALT
320002,OBLAČNO,GOST,SUHO,ASFALT
321001,JASNO,REDEK,SUHO,ASFALT
321002,JASNO,REDEK,SUHO,ASFALT
321003,JASNO,REDEK,SUHO,ASFALT
321004,JASNO,REDEK,SUHO,ASFALT
322001,MEGLA,REDEK,MOKRO,ASFALT
322002,MEGLA,REDEK,MOKRO,ASFALT
323001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
324001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
325001,JASNO,REDEK,POLEDENELO - POSIPANO,ASFALT
326001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
327001,JASNO,REDEK,SUHO,ASFALT
327002,JASNO,REDEK,SUHO,ASFALT
328001,JASNO,REDEK,SUHO,ASFALT
328002,JASNO,REDEK,SUHO,ASFALT
329001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
329002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
330001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
330002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
331001,JASNO,REDEK,SUHO,ASFALT
332001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
333001,JASNO,REDEK,SUHO,ASFALT
334001,OBLAČNO,REDEK,SUHO,ASFALT
334002,OBLAČNO,REDEK,SUHO,ASFALT
335001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
336001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
337001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
337002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
337003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
338001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
338002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
339001,JASNO,REDEK,MOKRO,ASFALT
339002,JASNO,REDEK,MOKRO,ASFALT
340001,JASNO,GOST,SUHO,ASFALT
340002,JASNO,GOST,SUHO,ASFALT
341001,JASNO,NEZNANO,SUHO,ASFALT
342001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
343001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
343002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
344001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
344002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
345001,OBLAČNO,REDEK,MOKRO,ASFALT
346001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
346002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
346003,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
346004,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
347001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
347002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
348001,OBLAČNO,REDEK,POLEDENELO - NEPOSIPANO,ASFALT
348002,OBLAČNO,REDEK,POLEDENELO - NEPOSIPANO,ASFALT
349001,JASNO,REDEK,SUHO,ASFALT
349002,JASNO,REDEK,SUHO,ASFALT
350001,NEZNANO,TEKOČ (NORMALEN),SUHO,ASFALT
350002,NEZNANO,TEKOČ (NORMALEN),SUHO,ASFALT
351001,JASNO,TEKOČ (NORMALEN),MOKRO,OSTALO
352001,MEGLA,REDEK,MOKRO,ASFALT
353001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
353002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
354001,JASNO,GOST,SUHO,ASFALT
354002,JASNO,GOST,SUHO,ASFALT
355001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
355002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
356001,OBLAČNO,REDEK,OSTALO,ASFALT
356002,OBLAČNO,REDEK,OSTALO,ASFALT
357001,JASNO,REDEK,SUHO,ASFALT
357002,JASNO,REDEK,SUHO,ASFALT
357003,JASNO,REDEK,SUHO,ASFALT
357004,JASNO,REDEK,SUHO,ASFALT
357005,JASNO,REDEK,SUHO,ASFALT
358001,JASNO,GOST,MOKRO,ASFALT
359001,JASNO,REDEK,SUHO,ASFALT
360001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
361001,JASNO,NEZNANO,MOKRO,ASFALT
362001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
363001,MEGLA,REDEK,SUHO,ASFALT
363002,MEGLA,REDEK,SUHO,ASFALT
364001,JASNO,REDEK,SUHO,ASFALT
364002,JASNO,REDEK,SUHO,ASFALT
365001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
366001,JASNO,REDEK,POLEDENELO - NEPOSIPANO,ASFALT
367001,OBLAČNO,REDEK,POLEDENELO - NEPOSIPANO,ASFALT
368001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
368002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
369001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
369002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
370001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
370002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
370003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
371001,JASNO,REDEK,SUHO,ASFALT
371002,JASNO,REDEK,SUHO,ASFALT
372001,JASNO,REDEK,POLEDENELO - NEPOSIPANO,ASFALT
373001,JASNO,NEZNANO,MOKRO,ASFALT
373002,JASNO,NEZNANO,MOKRO,ASFALT
374001,JASNO,NEZNANO,SUHO,ASFALT
374002,JASNO,NEZNANO,SUHO,ASFALT
375001,OBLAČNO,REDEK,MOKRO,ASFALT
375002,OBLAČNO,REDEK,MOKRO,ASFALT
376001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
377001,JASNO,GOST,SUHO,ASFALT
377002,JASNO,GOST,SUHO,ASFALT
378001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
378002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
379001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
380001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
380002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
381001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
381002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
382001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
383001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
383002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
383003,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
384001,JASNO,REDEK,SUHO,ASFALT
385001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
385002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
386001,JASNO,NEZNANO,OSTALO,ASFALT
387001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
388001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
389001,MEGLA,TEKOČ (NORMALEN),MOKRO,ASFALT
389002,MEGLA,TEKOČ (NORMALEN),MOKRO,ASFALT
390001,OBLAČNO,REDEK,SUHO,ASFALT
390002,OBLAČNO,REDEK,SUHO,ASFALT
391001,JASNO,REDEK,SUHO,MAKADAM
392001,JASNO,REDEK,POLEDENELO - NEPOSIPANO,ASFALT
393001,JASNO,REDEK,SUHO,ASFALT
394001,JASNO,REDEK,POLEDENELO - POSIPANO,ASFALT
395001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
395002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
396001,JASNO,REDEK,OSTALO,ASFALT
396002,JASNO,REDEK,OSTALO,ASFALT
397001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
397002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
398001,JASNO,REDEK,SUHO,MAKADAM
399001,OBLAČNO,REDEK,MOKRO,ASFALT
400001,JASNO,NEZNANO,OSTALO,ASFALT
401001,JASNO,REDEK,SUHO,ASFALT
401002,JASNO,REDEK,SUHO,ASFALT
401003,JASNO,REDEK,SUHO,ASFALT
402001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
403001,JASNO,REDEK,MOKRO,ASFALT
404001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
405001,JASNO,REDEK,MOKRO,ASFALT
406001,JASNO,REDEK,SUHO,ASFALT
407001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
407002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
408001,JASNO,REDEK,SUHO,ASFALT
408002,JASNO,REDEK,SUHO,ASFALT
409001,JASNO,NEZNANO,SUHO,ASFALT
410001,JASNO,TEKOČ (NORMALEN),POLEDENELO - POSIPANO,ASFALT
411001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
411002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
412001,JASNO,REDEK,POLEDENELO - NEPOSIPANO,ASFALT
413001,NEZNANO,NEZNANO,OSTALO,ASFALT
413002,NEZNANO,NEZNANO,OSTALO,ASFALT
414001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
414002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
415001,NEZNANO,NEZNANO,OSTALO,ASFALT
416001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
416002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
417001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
417002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
418001,JASNO,REDEK,SUHO,ASFALT
418002,JASNO,REDEK,SUHO,ASFALT
419001,JASNO,REDEK,SUHO,ASFALT
420001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
420002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
420003,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
420004,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
420005,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
421001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
421002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
422001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
422002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
422003,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
422004,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
422005,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
423001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
423002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
424001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
424002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
424003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
424004,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
424005,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
425001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
425002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
426001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
426002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
427001,OBLAČNO,REDEK,MOKRO,ASFALT
427002,OBLAČNO,REDEK,MOKRO,ASFALT
428001,JASNO,GOST,MOKRO,ASFALT
428002,JASNO,GOST,MOKRO,ASFALT
429001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
429002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
429003,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
429004,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
429005,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
429006,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
430001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
431001,DEŽEVNO,REDEK,MOKRO,ASFALT
432001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
432002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
433001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
434001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
434002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
434003,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
434004,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
434005,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
435001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
435002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
436001,JASNO,REDEK,SUHO,ASFALT
437001,JASNO,REDEK,SUHO,ASFALT
437002,JASNO,REDEK,SUHO,ASFALT
438001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
439001,JASNO,NEZNANO,SUHO,ASFALT
439002,JASNO,NEZNANO,SUHO,ASFALT
440001,JASNO,GOST,MOKRO,ASFALT
440002,JASNO,GOST,MOKRO,ASFALT
441001,NEZNANO,NEZNANO,OSTALO,ASFALT
441002,NEZNANO,NEZNANO,OSTALO,ASFALT
442001,JASNO,REDEK,MOKRO,ASFALT
443001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
443002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
444001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
445001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
446001,JASNO,REDEK,MOKRO,ASFALT
447001,JASNO,REDEK,SUHO,ASFALT
447002,JASNO,REDEK,SUHO,ASFALT
448001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
448002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
449001,JASNO,REDEK,OSTALO,ASFALT
450001,JASNO,NEZNANO,OSTALO,MAKADAM
450002,JASNO,NEZNANO,OSTALO,MAKADAM
451001,JASNO,REDEK,POLEDENELO - NEPOSIPANO,ASFALT
452001,JASNO,TEKOČ (NORMALEN),POLEDENELO - NEPOSIPANO,ASFALT
452002,JASNO,TEKOČ (NORMALEN),POLEDENELO - NEPOSIPANO,ASFALT
453001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
453002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
454001,OBLAČNO,REDEK,SUHO,ASFALT
455001,SNEG,NEZNANO,SNEŽENO - PLUŽENO,ASFALT
455002,SNEG,NEZNANO,SNEŽENO - PLUŽENO,ASFALT
456001,JASNO,GOST,SUHO,ASFALT
456002,JASNO,GOST,SUHO,ASFALT
457001,JASNO,GOST,SUHO,ASFALT
457002,JASNO,GOST,SUHO,ASFALT
458001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
458002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
458003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
459001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
460001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
460002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
461001,JASNO,TEKOČ (NORMALEN),SNEŽENO - PLUŽENO,MAKADAM
461002,JASNO,TEKOČ (NORMALEN),SNEŽENO - PLUŽENO,MAKADAM
462001,OBLAČNO,REDEK,MOKRO,ASFALT
463001,OBLAČNO,REDEK,SUHO,ASFALT
463002,OBLAČNO,REDEK,SUHO,ASFALT
464001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
464002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
465001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
465002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
466001,JASNO,REDEK,SUHO,ASFALT
467001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
467002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
468001,JASNO,REDEK,SUHO,ASFALT
468002,JASNO,REDEK,SUHO,ASFALT
469001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
469002,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
470001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
470002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
471001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
472001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
472002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
473001,TOČA,REDEK,SUHO,ASFALT
473002,TOČA,REDEK,SUHO,ASFALT
474001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
474002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
475001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
476001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
477001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
477002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
478001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
479001,JASNO,REDEK,SUHO,ASFALT
479002,JASNO,REDEK,SUHO,ASFALT
480001,JASNO,GOST,SUHO,ASFALT
480002,JASNO,GOST,SUHO,ASFALT
480003,JASNO,GOST,SUHO,ASFALT
481001,OBLAČNO,NEZNANO,SUHO,MAKADAM
482001,JASNO,REDEK,SUHO,ASFALT
483001,OBLAČNO,NEZNANO,SUHO,ASFALT
484001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
484002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
485001,JASNO,GOST,SUHO,ASFALT
485002,JASNO,GOST,SUHO,ASFALT
485003,JASNO,GOST,SUHO,ASFALT
485004,JASNO,GOST,SUHO,ASFALT
486001,JASNO,TEKOČ (NORMALEN),OSTALO,OSTALO
487001,JASNO,REDEK,SUHO,ASFALT
488001,JASNO,REDEK,MOKRO,ASFALT
489001,JASNO,NEZNANO,SUHO,ASFALT
490001,OBLAČNO,REDEK,MOKRO,ASFALT
491001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
492001,JASNO,GOST,SUHO,ASFALT
492002,JASNO,GOST,SUHO,ASFALT
492003,JASNO,GOST,SUHO,ASFALT
493001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
493002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
493003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
494001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
494002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
494003,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
495001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
495002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
496001,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
496002,OBLAČNO,TEKOČ (NORMALEN),SUHO,ASFALT
497001,JASNO,GOST,SUHO,ASFALT
497002,JASNO,GOST,SUHO,ASFALT
498001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
498002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
499001,JASNO,GOST,SUHO,ASFALT
499002,JASNO,GOST,SUHO,ASFALT
500001,OBLAČNO,GOST,MOKRO,ASFALT
500002,OBLAČNO,GOST,MOKRO,ASFALT
501001,OBLAČNO,TEKOČ (NORMALEN),MOKRO,ASFALT
502001,JASNO,TEKOČ (NORMALEN),SUHO,BETON
502002,JASNO,TEKOČ (NORMALEN),SUHO,BETON
503001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
503002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
503003,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
504001,JASNO,TEKOČ (NORMALEN),KOLESNICE,ASFALT
504002,JASNO,TEKOČ (NORMALEN),KOLESNICE,ASFALT
505001,NEZNANO,NEZNANO,OSTALO,ASFALT
505002,NEZNANO,NEZNANO,OSTALO,ASFALT
506001,JASNO,NEZNANO,SUHO,ASFALT
506002,JASNO,NEZNANO,SUHO,ASFALT
507001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
507002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
508001,JASNO,REDEK,SUHO,ASFALT
509001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
509002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
510001,JASNO,REDEK,SUHO,ASFALT
510002,JASNO,REDEK,SUHO,ASFALT
511001,JASNO,GOST,SUHO,ASFALT
511002,JASNO,GOST,SUHO,ASFALT
511003,JASNO,GOST,SUHO,ASFALT
512001,JASNO,REDEK,SUHO,ASFALT
512002,JASNO,REDEK,SUHO,ASFALT
513001,OBLAČNO,GOST,MOKRO,ASFALT
513002,OBLAČNO,GOST,MOKRO,ASFALT
514001,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
514002,JASNO,TEKOČ (NORMALEN),MOKRO,ASFALT
515001,JASNO,REDEK,SUHO,ASFALT
516001,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
516002,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
516003,JASNO,TEKOČ (NORMALEN),SUHO,ASFALT
